 i 	 x 	 y 	 xe 	 ye
0	180	0.00106099	-1	-1	
1	176.22	0.00106162	-1	-1	
2	172.46	0.00106338	-1	-1	
3	168.74	0.00106585	-1	-1	
4	165.08	0.00106837	-1	-1	
5	161.5	0.00107009	-1	-1	
6	158.01	0.00107001	-1	-1	
7	154.61	0.0010671	-1	-1	
8	151.33	0.00106037	-1	-1	
9	148.17	0.00104895	-1	-1	
10	145.12	0.00103222	-1	-1	
11	142.19	0.00100979	-1	-1	
12	139.38	0.000981585	-1	-1	
13	136.69	0.000947804	-1	-1	
14	134.12	0.000908876	-1	-1	
15	131.65	0.000865397	-1	-1	
16	129.29	0.000818073	-1	-1	
17	127.03	0.000767672	-1	-1	
18	124.87	0.000715018	-1	-1	
19	122.8	0.000661015	-1	-1	
20	120.81	0.000606693	-1	-1	
21	118.9	0.000553246	-1	-1	
22	117.07	0.000502039	-1	-1	
23	115.31	0.000454562	-1	-1	
24	113.61	0.000412314	-1	-1	
25	111.98	0.000376646	-1	-1	
26	110.4	0.000348581	-1	-1	
27	108.88	0.000328661	-1	-1	
28	107.41	0.000316855	-1	-1	
29	105.99	0.000312559	-1	-1	
30	104.61	0.00031468	-1	-1	
31	103.27	0.000321791	-1	-1	
32	101.97	0.00033233	-1	-1	
33	100.7	0.00034479	-1	-1	
34	99.47	0.000357883	-1	-1	
35	98.28	0.000370637	-1	-1	
36	97.11	0.000382426	-1	-1	
37	95.97	0.000392934	-1	-1	
38	94.85	0.000402061	-1	-1	
39	93.77	0.000409806	-1	-1	
40	92.7	0.000416158	-1	-1	
41	91.66	0.000421018	-1	-1	
42	90.64	0.00042419	-1	-1	
43	89.63	0.000425424	-1	-1	
44	88.65	0.000424511	-1	-1	
45	87.68	0.000421386	-1	-1	
46	86.73	0.000416209	-1	-1	
47	85.8	0.000409403	-1	-1	
48	84.88	0.000401619	-1	-1	
49	83.97	0.000393651	-1	-1	
50	83.08	0.000386323	-1	-1	
51	82.2	0.000380364	-1	-1	
52	81.34	0.00037631	-1	-1	
53	80.48	0.00037444	-1	-1	
54	79.64	0.000374748	-1	-1	
55	78.8	0.000376962	-1	-1	
56	77.98	0.000380587	-1	-1	
57	77.16	0.000384982	-1	-1	
58	76.36	0.000389437	-1	-1	
59	75.56	0.000393265	-1	-1	
60	74.77	0.000395876	-1	-1	
61	73.99	0.000396835	-1	-1	
62	73.22	0.000395888	-1	-1	
63	72.45	0.000392953	-1	-1	
64	71.69	0.000388095	-1	-1	
65	70.94	0.000381473	-1	-1	
66	70.2	0.000373293	-1	-1	
67	69.45	0.000363763	-1	-1	
68	68.72	0.000353064	-1	-1	
69	67.99	0.000341343	-1	-1	
70	67.27	0.000328708	-1	-1	
71	66.55	0.000315247	-1	-1	
72	65.84	0.000301037	-1	-1	
73	65.13	0.000286164	-1	-1	
74	64.42	0.000270738	-1	-1	
75	63.72	0.0002549	-1	-1	
76	63.03	0.000238833	-1	-1	
77	62.34	0.000222761	-1	-1	
78	61.65	0.000206944	-1	-1	
79	60.96	0.000191666	-1	-1	
80	60.28	0.000177213	-1	-1	
81	59.61	0.000163854	-1	-1	
82	58.93	0.000151818	-1	-1	
83	58.26	0.000141277	-1	-1	
84	57.6	0.000132336	-1	-1	
85	56.93	0.000125029	-1	-1	
86	56.27	0.000119325	-1	-1	
87	55.62	0.000115145	-1	-1	
88	54.96	0.000112372	-1	-1	
89	54.31	0.00011087	-1	-1	
90	53.66	0.0001105	-1	-1	
91	53.01	0.000111125	-1	-1	
92	52.36	0.000112625	-1	-1	
93	51.72	0.000114891	-1	-1	
94	51.08	0.000117829	-1	-1	
95	50.44	0.000121354	-1	-1	
96	49.81	0.000125384	-1	-1	
97	49.17	0.000129834	-1	-1	
98	48.54	0.000134612	-1	-1	
99	47.91	0.000139612	-1	-1	
100	47.28	0.000144714	-1	-1	
101	46.65	0.000149782	-1	-1	
102	46.03	0.000154669	-1	-1	
103	45.41	0.000159218	-1	-1	
104	44.78	0.000163274	-1	-1	
105	44.16	0.000166688	-1	-1	
106	43.55	0.00016933	-1	-1	
107	42.93	0.000171091	-1	-1	
108	42.31	0.000171891	-1	-1	
109	41.7	0.000171687	-1	-1	
110	41.09	0.000170468	-1	-1	
111	40.47	0.000168256	-1	-1	
112	39.86	0.000165104	-1	-1	
113	39.25	0.000161091	-1	-1	
114	38.65	0.000156314	-1	-1	
115	38.04	0.000150882	-1	-1	
116	37.43	0.00014491	-1	-1	
117	36.83	0.000138515	-1	-1	
118	36.23	0.000131809	-1	-1	
119	35.62	0.000124895	-1	-1	
120	35.02	0.000117869	-1	-1	
121	34.42	0.000110814	-1	-1	
122	33.82	0.000103801	-1	-1	
123	33.23	9.68931e-05	-1	-1	
124	32.63	9.01428e-05	-1	-1	
125	32.03	8.3595e-05	-1	-1	
126	31.44	7.72886e-05	-1	-1	
