 i 	 x 	 y 	 xe 	 ye
0	180	0.000508438	-1	-1	
1	176.78	0.000510124	-1	-1	
2	173.57	0.000515193	-1	-1	
3	170.39	0.000523684	-1	-1	
4	167.24	0.000535658	-1	-1	
5	164.14	0.0005512	-1	-1	
6	161.08	0.000570415	-1	-1	
7	158.09	0.000593423	-1	-1	
8	155.17	0.00062035	-1	-1	
9	152.32	0.000651325	-1	-1	
10	149.54	0.00068646	-1	-1	
11	146.85	0.000725839	-1	-1	
12	144.24	0.000769494	-1	-1	
13	141.7	0.000817389	-1	-1	
14	139.25	0.000869394	-1	-1	
15	136.89	0.000925264	-1	-1	
16	134.6	0.000984614	-1	-1	
17	132.38	0.00104691	-1	-1	
18	130.25	0.00111144	-1	-1	
19	128.18	0.00117734	-1	-1	
20	126.19	0.00124357	-1	-1	
21	124.26	0.00130895	-1	-1	
22	122.4	0.00137217	-1	-1	
23	120.59	0.00143182	-1	-1	
24	118.85	0.00148647	-1	-1	
25	117.16	0.00153467	-1	-1	
26	115.52	0.00157504	-1	-1	
27	113.94	0.00160629	-1	-1	
28	112.4	0.00162732	-1	-1	
29	110.9	0.00163725	-1	-1	
30	109.45	0.00163544	-1	-1	
31	108.03	0.00162159	-1	-1	
32	106.66	0.00159569	-1	-1	
33	105.32	0.00155807	-1	-1	
34	104.01	0.00150939	-1	-1	
35	102.74	0.00145062	-1	-1	
36	101.49	0.00138302	-1	-1	
37	100.28	0.00130805	-1	-1	
38	99.09	0.0012274	-1	-1	
39	97.93	0.00114285	-1	-1	
40	96.79	0.00105626	-1	-1	
41	95.68	0.000969479	-1	-1	
42	94.58	0.000884317	-1	-1	
43	93.51	0.000802459	-1	-1	
44	92.46	0.000725425	-1	-1	
45	91.43	0.000654528	-1	-1	
46	90.41	0.000590839	-1	-1	
47	89.41	0.00053516	-1	-1	
48	88.43	0.000488011	-1	-1	
49	87.46	0.000449627	-1	-1	
50	86.51	0.000419966	-1	-1	
51	85.57	0.000398722	-1	-1	
52	84.65	0.000385355	-1	-1	
53	83.74	0.000379119	-1	-1	
54	82.84	0.000379104	-1	-1	
55	81.95	0.000384273	-1	-1	
56	81.07	0.000393513	-1	-1	
57	80.2	0.000405667	-1	-1	
58	79.34	0.000419586	-1	-1	
59	78.5	0.000434161	-1	-1	
60	77.66	0.000448362	-1	-1	
61	76.83	0.000461261	-1	-1	
62	76.01	0.00047206	-1	-1	
63	75.2	0.000480105	-1	-1	
64	74.39	0.0004849	-1	-1	
65	73.59	0.000486106	-1	-1	
66	72.8	0.000483545	-1	-1	
67	72.02	0.000477191	-1	-1	
68	71.24	0.000467156	-1	-1	
69	70.47	0.000453679	-1	-1	
70	69.71	0.000437107	-1	-1	
71	68.95	0.000417869	-1	-1	
72	68.2	0.000396463	-1	-1	
73	67.45	0.000373426	-1	-1	
74	66.71	0.000349318	-1	-1	
75	65.97	0.000324698	-1	-1	
76	65.24	0.000300108	-1	-1	
77	64.51	0.000276052	-1	-1	
78	63.79	0.000252987	-1	-1	
79	63.07	0.000231308	-1	-1	
80	62.35	0.000211342	-1	-1	
81	61.64	0.000193341	-1	-1	
82	60.94	0.000177481	-1	-1	
83	60.24	0.000163863	-1	-1	
84	59.54	0.000152514	-1	-1	
85	58.84	0.000143394	-1	-1	
86	58.15	0.000136404	-1	-1	
87	57.46	0.000131389	-1	-1	
88	56.78	0.000128156	-1	-1	
89	56.09	0.000126476	-1	-1	
90	55.41	0.000126097	-1	-1	
91	54.74	0.000126755	-1	-1	
92	54.06	0.000128182	-1	-1	
93	53.39	0.000130114	-1	-1	
94	52.73	0.0001323	-1	-1	
95	52.06	0.000134509	-1	-1	
96	51.4	0.000136532	-1	-1	
97	50.74	0.000138191	-1	-1	
98	50.08	0.000139339	-1	-1	
99	49.42	0.000139864	-1	-1	
100	48.77	0.000139686	-1	-1	
101	48.12	0.000138762	-1	-1	
102	47.47	0.000137079	-1	-1	
103	46.82	0.000134654	-1	-1	
104	46.17	0.000131534	-1	-1	
105	45.53	0.000127785	-1	-1	
106	44.89	0.000123497	-1	-1	
107	44.24	0.000118772	-1	-1	
108	43.61	0.000113723	-1	-1	
109	42.97	0.000108469	-1	-1	
110	42.33	0.000103134	-1	-1	
111	41.7	9.7835e-05	-1	-1	
112	41.07	9.26881e-05	-1	-1	
113	40.44	8.77987e-05	-1	-1	
114	39.81	8.32619e-05	-1	-1	
115	39.18	7.91597e-05	-1	-1	
116	38.55	7.55594e-05	-1	-1	
117	37.93	7.25128e-05	-1	-1	
118	37.3	7.00558e-05	-1	-1	
119	36.68	6.82081e-05	-1	-1	
120	36.06	6.69739e-05	-1	-1	
121	35.44	6.63423e-05	-1	-1	
122	34.82	6.6289e-05	-1	-1	
123	34.2	6.67767e-05	-1	-1	
124	33.58	6.77578e-05	-1	-1	
125	32.97	6.9175e-05	-1	-1	
126	32.35	7.09642e-05	-1	-1	
127	31.74	7.30554e-05	-1	-1	
128	31.12	7.53751e-05	-1	-1	
129	30.51	7.7848e-05	-1	-1	
130	29.9	8.03987e-05	-1	-1	
131	29.29	8.29534e-05	-1	-1	
132	28.68	8.54413e-05	-1	-1	
133	28.07	8.77959e-05	-1	-1	
134	27.46	8.99566e-05	-1	-1	
135	26.85	9.18687e-05	-1	-1	
136	26.25	9.34853e-05	-1	-1	
137	25.64	9.4767e-05	-1	-1	
138	25.04	9.56828e-05	-1	-1	
139	24.43	9.62102e-05	-1	-1	
140	23.83	9.63352e-05	-1	-1	
141	23.22	9.60519e-05	-1	-1	
142	22.62	9.53628e-05	-1	-1	
143	22.02	9.42777e-05	-1	-1	
144	21.42	9.28138e-05	-1	-1	
145	20.82	9.09944e-05	-1	-1	
146	20.22	8.88487e-05	-1	-1	
147	19.62	8.64107e-05	-1	-1	
148	19.02	8.37183e-05	-1	-1	
149	18.42	8.08126e-05	-1	-1	
150	17.82	7.77366e-05	-1	-1	
151	17.22	7.45347e-05	-1	-1	
152	16.62	7.12516e-05	-1	-1	
153	16.03	6.79311e-05	-1	-1	
154	15.43	6.4616e-05	-1	-1	
155	14.83	6.13465e-05	-1	-1	
156	14.24	5.81601e-05	-1	-1	
157	13.64	5.50907e-05	-1	-1	
158	13.05	5.21683e-05	-1	-1	
159	12.45	4.94182e-05	-1	-1	
160	11.86	4.68612e-05	-1	-1	
161	11.26	4.45131e-05	-1	-1	
162	10.67	4.23846e-05	-1	-1	
163	10.07	4.04818e-05	-1	-1	
164	9.48	3.88056e-05	-1	-1	
165	8.89	3.73526e-05	-1	-1	
166	8.29	3.61153e-05	-1	-1	
167	7.7	3.50823e-05	-1	-1	
168	7.11	3.42393e-05	-1	-1	
169	6.51	3.35692e-05	-1	-1	
170	5.92	3.30529e-05	-1	-1	
171	5.33	3.26701e-05	-1	-1	
172	4.74	3.23998e-05	-1	-1	
173	4.14	3.22211e-05	-1	-1	
174	3.55	3.21137e-05	-1	-1	
175	2.96	3.20586e-05	-1	-1	
176	2.37	3.20388e-05	-1	-1	
177	1.78	3.20395e-05	-1	-1	
178	1.18	3.20489e-05	-1	-1	
179	0.59	3.20581e-05	-1	-1	
180	0	3.20617e-05	-1	-1	
