 i 	 x 	 y 	 xe 	 ye
0	180	0.000233737	-1	-1	
1	176.22	0.000234785	-1	-1	
2	172.46	0.000237931	-1	-1	
3	168.74	0.000243182	-1	-1	
4	165.08	0.000250546	-1	-1	
5	161.5	0.000260031	-1	-1	
6	158.01	0.00027164	-1	-1	
7	154.61	0.000285361	-1	-1	
8	151.33	0.000301167	-1	-1	
9	148.17	0.000319005	-1	-1	
10	145.12	0.00033879	-1	-1	
11	142.19	0.000360397	-1	-1	
12	139.38	0.000383659	-1	-1	
13	136.69	0.00040836	-1	-1	
14	134.12	0.000434238	-1	-1	
15	131.65	0.000460982	-1	-1	
16	129.29	0.000488241	-1	-1	
17	127.03	0.00051563	-1	-1	
18	124.87	0.000542732	-1	-1	
19	122.8	0.000569115	-1	-1	
20	120.81	0.000594335	-1	-1	
21	118.9	0.000617943	-1	-1	
22	117.07	0.000639495	-1	-1	
23	115.31	0.000658556	-1	-1	
24	113.61	0.000674713	-1	-1	
25	111.98	0.000687581	-1	-1	
26	110.4	0.000696817	-1	-1	
27	108.88	0.000702138	-1	-1	
28	107.41	0.000703333	-1	-1	
29	105.99	0.000700286	-1	-1	
30	104.61	0.000692982	-1	-1	
31	103.27	0.000681518	-1	-1	
32	101.97	0.000666101	-1	-1	
33	100.7	0.000647041	-1	-1	
34	99.47	0.000624739	-1	-1	
35	98.28	0.000599661	-1	-1	
36	97.11	0.000572323	-1	-1	
37	95.97	0.000543263	-1	-1	
38	94.85	0.000513026	-1	-1	
39	93.77	0.000482145	-1	-1	
40	92.7	0.000451131	-1	-1	
41	91.66	0.000420467	-1	-1	
42	90.64	0.0003906	-1	-1	
43	89.63	0.00036194	-1	-1	
44	88.65	0.000334856	-1	-1	
45	87.68	0.00030967	-1	-1	
46	86.73	0.00028665	-1	-1	
47	85.8	0.000266006	-1	-1	
48	84.88	0.000247876	-1	-1	
49	83.97	0.00023233	-1	-1	
50	83.08	0.000219357	-1	-1	
51	82.2	0.000208875	-1	-1	
52	81.34	0.000200733	-1	-1	
53	80.48	0.00019472	-1	-1	
54	79.64	0.00019058	-1	-1	
55	78.8	0.000188022	-1	-1	
56	77.98	0.000186735	-1	-1	
57	77.16	0.000186403	-1	-1	
58	76.36	0.000186713	-1	-1	
59	75.56	0.00018737	-1	-1	
60	74.77	0.000188099	-1	-1	
61	73.99	0.000188657	-1	-1	
62	73.22	0.000188832	-1	-1	
63	72.45	0.000188452	-1	-1	
64	71.69	0.000187382	-1	-1	
65	70.94	0.000185524	-1	-1	
66	70.2	0.000182821	-1	-1	
