 i 	 x 	 y 	 xe 	 ye
0	180	3.38985e-05	-1	-1	
1	176.43	3.40362e-05	-1	-1	
2	172.87	3.44498e-05	-1	-1	
3	169.35	3.51406e-05	-1	-1	
4	165.88	3.61106e-05	-1	-1	
5	162.47	3.73621e-05	-1	-1	
6	159.13	3.88971e-05	-1	-1	
7	155.88	4.07171e-05	-1	-1	
8	152.72	4.28219e-05	-1	-1	
9	149.66	4.5209e-05	-1	-1	
10	146.71	4.78726e-05	-1	-1	
11	143.86	5.08028e-05	-1	-1	
12	141.11	5.39841e-05	-1	-1	
13	138.47	5.73954e-05	-1	-1	
14	135.93	6.10086e-05	-1	-1	
15	133.49	6.47884e-05	-1	-1	
16	131.15	6.86921e-05	-1	-1	
17	128.9	7.26699e-05	-1	-1	
18	126.74	7.66652e-05	-1	-1	
19	124.67	8.06154e-05	-1	-1	
20	122.67	8.44535e-05	-1	-1	
21	120.75	8.81089e-05	-1	-1	
22	118.9	9.1509e-05	-1	-1	
23	117.12	9.45814e-05	-1	-1	
24	115.41	9.72558e-05	-1	-1	
25	113.75	9.94656e-05	-1	-1	
26	112.15	0.000101151	-1	-1	
27	110.6	0.000102261	-1	-1	
28	109.1	0.000102755	-1	-1	
29	107.65	0.000102607	-1	-1	
30	106.24	0.000101805	-1	-1	
31	104.88	0.000100353	-1	-1	
32	103.55	9.82717e-05	-1	-1	
33	102.26	9.55981e-05	-1	-1	
34	101	9.23836e-05	-1	-1	
35	99.77	8.86927e-05	-1	-1	
36	98.58	8.46004e-05	-1	-1	
37	97.41	8.01893e-05	-1	-1	
38	96.27	7.55472e-05	-1	-1	
39	95.16	7.07639e-05	-1	-1	
40	94.07	6.59288e-05	-1	-1	
41	93	6.11287e-05	-1	-1	
42	91.95	5.64456e-05	-1	-1	
43	90.92	5.19548e-05	-1	-1	
44	89.92	4.77236e-05	-1	-1	
45	88.93	4.38092e-05	-1	-1	
46	87.95	4.02584e-05	-1	-1	
47	87	3.71056e-05	-1	-1	
48	86.06	3.4373e-05	-1	-1	
49	85.13	3.207e-05	-1	-1	
50	84.22	3.01932e-05	-1	-1	
51	83.32	2.87273e-05	-1	-1	
52	82.43	2.76464e-05	-1	-1	
53	81.56	2.69152e-05	-1	-1	
54	80.69	2.64909e-05	-1	-1	
55	79.84	2.63252e-05	-1	-1	
56	79	2.63661e-05	-1	-1	
57	78.17	2.65606e-05	-1	-1	
58	77.34	2.68556e-05	-1	-1	
59	76.53	2.72003e-05	-1	-1	
60	75.72	2.75474e-05	-1	-1	
61	74.93	2.78544e-05	-1	-1	
62	74.14	2.80843e-05	-1	-1	
63	73.36	2.82068e-05	-1	-1	
64	72.58	2.81982e-05	-1	-1	
65	71.81	2.80418e-05	-1	-1	
66	71.05	2.77282e-05	-1	-1	
67	70.3	2.72543e-05	-1	-1	
68	69.55	2.66237e-05	-1	-1	
69	68.81	2.58452e-05	-1	-1	
70	68.07	2.4933e-05	-1	-1	
71	67.34	2.39052e-05	-1	-1	
72	66.61	2.27829e-05	-1	-1	
73	65.89	2.15898e-05	-1	-1	
74	65.17	2.03507e-05	-1	-1	
75	64.46	1.90908e-05	-1	-1	
76	63.75	1.78349e-05	-1	-1	
77	63.05	1.66064e-05	-1	-1	
78	62.35	1.54269e-05	-1	-1	
79	61.65	1.43153e-05	-1	-1	
80	60.96	1.32875e-05	-1	-1	
81	60.28	1.23561e-05	-1	-1	
82	59.59	1.15301e-05	-1	-1	
83	58.91	1.08148e-05	-1	-1	
84	58.23	1.02122e-05	-1	-1	
85	57.56	9.72093e-06	-1	-1	
86	56.89	9.33659e-06	-1	-1	
87	56.22	9.05228e-06	-1	-1	
88	55.55	8.85894e-06	-1	-1	
89	54.89	8.74584e-06	-1	-1	
90	54.23	8.70102e-06	-1	-1	
91	53.58	8.71178e-06	-1	-1	
92	52.92	8.76507e-06	-1	-1	
93	52.27	8.84788e-06	-1	-1	
94	51.62	8.94761e-06	-1	-1	
95	50.97	9.05229e-06	-1	-1	
96	50.33	9.15092e-06	-1	-1	
97	49.68	9.23367e-06	-1	-1	
98	49.04	9.29202e-06	-1	-1	
99	48.4	9.31898e-06	-1	-1	
100	47.77	9.30913e-06	-1	-1	
101	47.13	9.25867e-06	-1	-1	
102	46.5	9.16553e-06	-1	-1	
103	45.87	9.02924e-06	-1	-1	
104	45.24	8.85092e-06	-1	-1	
105	44.61	8.63313e-06	-1	-1	
106	43.98	8.37972e-06	-1	-1	
107	43.36	8.09566e-06	-1	-1	
108	42.74	7.78682e-06	-1	-1	
109	42.11	7.45969e-06	-1	-1	
110	41.49	7.12123e-06	-1	-1	
111	40.87	6.77854e-06	-1	-1	
112	40.26	6.43871e-06	-1	-1	
113	39.64	6.10856e-06	-1	-1	
114	39.03	5.7945e-06	-1	-1	
115	38.41	5.50236e-06	-1	-1	
116	37.8	5.23726e-06	-1	-1	
117	37.19	5.0035e-06	-1	-1	
118	36.58	4.80454e-06	-1	-1	
119	35.97	4.64293e-06	-1	-1	
120	35.36	4.52029e-06	-1	-1	
121	34.75	4.43737e-06	-1	-1	
122	34.15	4.39403e-06	-1	-1	
123	33.54	4.38929e-06	-1	-1	
124	32.94	4.42144e-06	-1	-1	
125	32.34	4.48804e-06	-1	-1	
126	31.73	4.58609e-06	-1	-1	
127	31.13	4.71204e-06	-1	-1	
128	30.53	4.86191e-06	-1	-1	
129	29.93	5.03142e-06	-1	-1	
130	29.33	5.21604e-06	-1	-1	
131	28.74	5.4111e-06	-1	-1	
