 i 	 x 	 y 	 xe 	 ye
0	180	0.00183457	-1	-1	
1	177.13	0.00184954	-1	-1	
2	174.27	0.00189361	-1	-1	
3	171.43	0.0019643	-1	-1	
4	168.61	0.00205758	-1	-1	
5	165.82	0.00216803	-1	-1	
6	163.06	0.00228913	-1	-1	
7	160.35	0.00241347	-1	-1	
8	157.68	0.00253318	-1	-1	
9	155.06	0.00264031	-1	-1	
10	152.49	0.00272724	-1	-1	
11	149.99	0.00278715	-1	-1	
12	147.54	0.0028144	-1	-1	
13	145.15	0.00280492	-1	-1	
14	142.82	0.00275648	-1	-1	
15	140.56	0.00266883	-1	-1	
16	138.35	0.0025438	-1	-1	
17	136.21	0.00238518	-1	-1	
18	134.13	0.00219853	-1	-1	
19	132.1	0.00199087	-1	-1	
20	130.14	0.00177025	-1	-1	
21	128.22	0.00154525	-1	-1	
22	126.37	0.00132454	-1	-1	
23	124.56	0.00111634	-1	-1	
24	122.81	0.000927955	-1	-1	
25	121.1	0.000765439	-1	-1	
26	119.45	0.000633261	-1	-1	
27	117.83	0.000534144	-1	-1	
28	116.26	0.00046899	-1	-1	
29	114.73	0.000436935	-1	-1	
30	113.24	0.000435489	-1	-1	
31	111.79	0.000460783	-1	-1	
32	110.37	0.000507867	-1	-1	
33	108.98	0.000571058	-1	-1	
34	107.63	0.00064431	-1	-1	
35	106.31	0.000721567	-1	-1	
36	105.02	0.000797095	-1	-1	
37	103.75	0.000865773	-1	-1	
38	102.52	0.000923314	-1	-1	
39	101.31	0.000966432	-1	-1	
40	100.12	0.000992929	-1	-1	
41	98.96	0.00100172	-1	-1	
42	97.81	0.000992809	-1	-1	
43	96.69	0.000967157	-1	-1	
44	95.59	0.00092658	-1	-1	
45	94.51	0.000873564	-1	-1	
46	93.45	0.000811071	-1	-1	
47	92.4	0.000742346	-1	-1	
48	91.37	0.000670718	-1	-1	
49	90.36	0.000599422	-1	-1	
50	89.36	0.000531435	-1	-1	
51	88.38	0.000469352	-1	-1	
52	87.41	0.000415282	-1	-1	
53	86.45	0.000370788	-1	-1	
54	85.51	0.00033685	-1	-1	
55	84.58	0.000313874	-1	-1	
56	83.66	0.000301717	-1	-1	
57	82.75	0.000299739	-1	-1	
58	81.85	0.000306881	-1	-1	
59	80.97	0.000321747	-1	-1	
60	80.09	0.000342697	-1	-1	
61	79.22	0.000367945	-1	-1	
62	78.36	0.000395651	-1	-1	
63	77.51	0.000424008	-1	-1	
64	76.67	0.000451319	-1	-1	
65	75.84	0.000476062	-1	-1	
66	75.01	0.000496943	-1	-1	
67	74.19	0.000512929	-1	-1	
68	73.38	0.000523271	-1	-1	
69	72.58	0.000527511	-1	-1	
70	71.78	0.000525479	-1	-1	
71	70.99	0.00051727	-1	-1	
72	70.21	0.000503224	-1	-1	
73	69.43	0.000483888	-1	-1	
74	68.65	0.00045998	-1	-1	
75	67.89	0.000432343	-1	-1	
76	67.12	0.000401906	-1	-1	
77	66.37	0.00036964	-1	-1	
78	65.61	0.000336516	-1	-1	
79	64.87	0.000303474	-1	-1	
80	64.12	0.000271384	-1	-1	
81	63.39	0.000241029	-1	-1	
82	62.65	0.000213076	-1	-1	
83	61.92	0.000188071	-1	-1	
84	61.2	0.000166423	-1	-1	
85	60.48	0.000148404	-1	-1	
86	59.76	0.000134156	-1	-1	
87	59.04	0.000123691	-1	-1	
88	58.33	0.000116905	-1	-1	
89	57.63	0.000113592	-1	-1	
90	56.92	0.00011346	-1	-1	
91	56.22	0.000116144	-1	-1	
92	55.52	0.000121229	-1	-1	
93	54.83	0.000128262	-1	-1	
94	54.14	0.000136773	-1	-1	
95	53.45	0.000146291	-1	-1	
96	52.76	0.000156353	-1	-1	
97	52.08	0.000166524	-1	-1	
98	51.4	0.0001764	-1	-1	
99	50.72	0.000185623	-1	-1	
100	50.05	0.000193884	-1	-1	
101	49.37	0.000200925	-1	-1	
102	48.7	0.000206545	-1	-1	
103	48.03	0.0002106	-1	-1	
104	47.37	0.000212998	-1	-1	
105	46.7	0.000213701	-1	-1	
106	46.04	0.000212717	-1	-1	
107	45.38	0.000210097	-1	-1	
108	44.72	0.000205932	-1	-1	
109	44.07	0.00020034	-1	-1	
110	43.41	0.000193469	-1	-1	
111	42.76	0.000185484	-1	-1	
112	42.11	0.000176566	-1	-1	
113	41.46	0.000166901	-1	-1	
114	40.81	0.000156681	-1	-1	
115	40.16	0.000146096	-1	-1	
116	39.52	0.00013533	-1	-1	
117	38.87	0.000124559	-1	-1	
118	38.23	0.000113947	-1	-1	
119	37.59	0.000103644	-1	-1	
120	36.95	9.37866e-05	-1	-1	
121	36.31	8.44912e-05	-1	-1	
122	35.68	7.58589e-05	-1	-1	
123	35.04	6.79722e-05	-1	-1	
124	34.41	6.08957e-05	-1	-1	
125	33.77	5.46767e-05	-1	-1	
126	33.14	4.9345e-05	-1	-1	
127	32.51	4.49143e-05	-1	-1	
128	31.88	4.13829e-05	-1	-1	
129	31.25	3.87346e-05	-1	-1	
130	30.62	3.69405e-05	-1	-1	
131	30	3.59595e-05	-1	-1	
132	29.37	3.57406e-05	-1	-1	
133	28.75	3.62236e-05	-1	-1	
134	28.12	3.7341e-05	-1	-1	
135	27.5	3.90196e-05	-1	-1	
136	26.88	4.11818e-05	-1	-1	
137	26.25	4.37475e-05	-1	-1	
138	25.63	4.66354e-05	-1	-1	
139	25.01	4.9765e-05	-1	-1	
140	24.39	5.30576e-05	-1	-1	
