 i 	 x 	 y 	 xe 	 ye
0	180	0.000620824	-1	-1	
1	177.13	0.00062243	-1	-1	
2	174.27	0.00062727	-1	-1	
3	171.43	0.000635407	-1	-1	
4	168.61	0.000646957	-1	-1	
5	165.82	0.000662086	-1	-1	
6	163.06	0.000681026	-1	-1	
7	160.35	0.000704076	-1	-1	
8	157.68	0.000731604	-1	-1	
9	155.06	0.000764049	-1	-1	
10	152.49	0.000801905	-1	-1	
11	149.99	0.0008457	-1	-1	
12	147.54	0.000895969	-1	-1	
13	145.15	0.000953212	-1	-1	
14	142.82	0.00101784	-1	-1	
15	140.56	0.0010901	-1	-1	
16	138.35	0.00117007	-1	-1	
17	136.21	0.00125752	-1	-1	
18	134.13	0.00135192	-1	-1	
19	132.1	0.00145236	-1	-1	
20	130.14	0.00155757	-1	-1	
21	128.22	0.00166584	-1	-1	
22	126.37	0.00177514	-1	-1	
23	124.56	0.00188307	-1	-1	
24	122.81	0.00198699	-1	-1	
25	121.1	0.00208407	-1	-1	
26	119.45	0.00217146	-1	-1	
27	117.83	0.00224633	-1	-1	
28	116.26	0.00230606	-1	-1	
29	114.73	0.00234833	-1	-1	
30	113.24	0.00237126	-1	-1	
31	111.79	0.00237349	-1	-1	
32	110.37	0.00235428	-1	-1	
33	108.98	0.00231352	-1	-1	
34	107.63	0.00225181	-1	-1	
35	106.31	0.00217041	-1	-1	
36	105.02	0.0020712	-1	-1	
37	103.75	0.00195664	-1	-1	
38	102.52	0.00182966	-1	-1	
39	101.31	0.00169353	-1	-1	
40	100.12	0.00155176	-1	-1	
41	98.96	0.00140797	-1	-1	
42	97.81	0.00126572	-1	-1	
43	96.69	0.00112843	-1	-1	
44	95.59	0.000999213	-1	-1	
45	94.51	0.000880798	-1	-1	
46	93.45	0.000775439	-1	-1	
47	92.4	0.000684857	-1	-1	
48	91.37	0.000610195	-1	-1	
49	90.36	0.000552014	-1	-1	
50	89.36	0.000510295	-1	-1	
51	88.38	0.000484478	-1	-1	
52	87.41	0.000473509	-1	-1	
53	86.45	0.000475911	-1	-1	
54	85.51	0.000489863	-1	-1	
55	84.58	0.000513288	-1	-1	
56	83.66	0.000543944	-1	-1	
57	82.75	0.000579518	-1	-1	
58	81.85	0.000617711	-1	-1	
59	80.97	0.000656323	-1	-1	
60	80.09	0.000693322	-1	-1	
61	79.22	0.000726903	-1	-1	
62	78.36	0.000755539	-1	-1	
63	77.51	0.000778007	-1	-1	
64	76.67	0.000793411	-1	-1	
65	75.84	0.000801188	-1	-1	
66	75.01	0.000801097	-1	-1	
67	74.19	0.000793201	-1	-1	
68	73.38	0.000777841	-1	-1	
69	72.58	0.000755598	-1	-1	
70	71.78	0.000727249	-1	-1	
71	70.99	0.000693728	-1	-1	
72	70.21	0.000656075	-1	-1	
73	69.43	0.000615389	-1	-1	
