 i 	 x 	 y 	 xe 	 ye
0	105	0.00031757	0	4.8229e-05	
1	107	0.000418865	0	4.56738e-05	
2	109	0.000369917	0	4.46427e-05	
3	111	0.00037168	0	4.22301e-05	
4	113	0.000426805	0	4.2823e-05	
5	115	0.000414942	0	4.44469e-05	
6	117	0.000427658	0	4.39182e-05	
7	119	0.00048542	0	4.75365e-05	
8	121	0.000528691	0	4.63903e-05	
9	123	0.000838695	0	5.73764e-05	
10	125	0.000866829	0	6.45886e-05	
11	127	0.0010998	0	7.99355e-05	
12	129	0.00142094	0	8.82062e-05	
13	131	0.00178325	0	9.25004e-05	
14	133	0.00195437	0	0.00010113	
15	135	0.00205843	0	0.000107268	
16	137	0.00226435	0	0.000113191	
17	139	0.00240398	0	0.000125281	
18	141	0.00248799	0	0.000130011	
19	143	0.00269886	0	0.000147486	
20	145	0.00258303	0	0.000144605	
21	147	0.0027878	0	0.00015901	
22	149	0.00265134	0	0.000172008	
23	151	0.00279513	0	0.000175451	
24	153	0.00286692	0	0.000189451	
25	155	0.00253556	0	0.000241299	
