 i 	 x 	 y 	 xe 	 ye
0	105	0.00120687	0	6.11328e-05	
1	107	0.00123831	0	5.83575e-05	
2	109	0.00137413	0	6.01526e-05	
3	111	0.00123719	0	5.76992e-05	
4	113	0.00142126	0	6.20141e-05	
5	115	0.00124938	0	5.67326e-05	
6	117	0.00119385	0	5.72247e-05	
7	119	0.00123966	0	5.90647e-05	
8	121	0.00104525	0	5.37259e-05	
9	123	0.000810954	0	4.94306e-05	
10	125	0.000800496	0	5.08588e-05	
11	127	0.000723556	0	5.16933e-05	
