 i 	 x 	 y 	 xe 	 ye
0	105	0.000135505	0	9.81837e-05	
1	107	0.000161426	0	0.000102367	
2	109	0.000169471	0	9.32414e-05	
3	111	0.00017545	0	8.06605e-05	
4	113	0.00019779	0	8.30954e-05	
5	115	0.000175135	0	6.94806e-05	
6	117	0.00017434	0	6.01031e-05	
7	119	0.000205769	0	5.71377e-05	
8	121	0.000189814	0	5.2792e-05	
9	123	0.000186145	0	4.90441e-05	
10	125	0.00019153	0	4.48428e-05	
11	127	0.000244649	0	5.31726e-05	
12	129	0.000236035	0	4.97205e-05	
13	131	0.000257103	0	4.87265e-05	
14	133	0.000238495	0	5.6341e-05	
15	135	0.000232666	0	5.06967e-05	
16	137	0.000232007	0	4.77962e-05	
17	139	0.000253887	0	5.41613e-05	
18	141	0.000262137	0	6.57705e-05	
19	143	0.000275279	0	7.01073e-05	
20	145	0.000278836	0	9.28162e-05	
21	147	0.000323579	0	8.8984e-05	
22	149	0.000238474	0	0.000106605	
23	151	0.00028125	0	0.000101485	
24	153	0.000284439	0	0.000165099	
25	155	0.000395789	0	0.000229618	
