 i 	 x 	 y 	 xe 	 ye
0	180	0.000206358	-1	-1	
1	176.54	0.000206655	-1	-1	
2	173.09	0.000207517	-1	-1	
3	169.67	0.000208858	-1	-1	
4	166.29	0.000210537	-1	-1	
5	162.97	0.000212365	-1	-1	
6	159.72	0.000214112	-1	-1	
7	156.55	0.000215518	-1	-1	
8	153.46	0.000216305	-1	-1	
9	150.46	0.000216201	-1	-1	
10	147.56	0.000214948	-1	-1	
11	144.75	0.00021233	-1	-1	
12	142.04	0.000208187	-1	-1	
13	139.43	0.000202428	-1	-1	
14	136.92	0.000195044	-1	-1	
15	134.5	0.000186108	-1	-1	
16	132.17	0.000175779	-1	-1	
17	129.93	0.000164291	-1	-1	
18	127.77	0.00015194	-1	-1	
19	125.7	0.000139072	-1	-1	
20	123.7	0.000126064	-1	-1	
21	121.77	0.000113301	-1	-1	
22	119.92	0.000101164	-1	-1	
23	118.13	9.00016e-05	-1	-1	
24	116.4	8.01173e-05	-1	-1	
25	114.74	7.17515e-05	-1	-1	
26	113.12	6.50678e-05	-1	-1	
27	111.56	6.01444e-05	-1	-1	
28	110.05	5.69714e-05	-1	-1	
29	108.58	5.54533e-05	-1	-1	
30	107.16	5.54188e-05	-1	-1	
31	105.78	5.66361e-05	-1	-1	
32	104.44	5.88313e-05	-1	-1	
33	103.13	6.17097e-05	-1	-1	
34	101.86	6.49757e-05	-1	-1	
35	100.62	6.83509e-05	-1	-1	
36	99.41	7.15883e-05	-1	-1	
37	98.23	7.4482e-05	-1	-1	
38	97.07	7.68721e-05	-1	-1	
39	95.95	7.86467e-05	-1	-1	
40	94.84	7.97402e-05	-1	-1	
41	93.76	8.01303e-05	-1	-1	
42	92.7	7.98343e-05	-1	-1	
43	91.66	7.89041e-05	-1	-1	
44	90.64	7.74213e-05	-1	-1	
45	89.64	7.54921e-05	-1	-1	
46	88.65	7.32407e-05	-1	-1	
47	87.68	7.08021e-05	-1	-1	
48	86.73	6.83143e-05	-1	-1	
49	85.79	6.59101e-05	-1	-1	
50	84.87	6.37088e-05	-1	-1	
51	83.96	6.18095e-05	-1	-1	
52	83.06	6.02853e-05	-1	-1	
53	82.17	5.91804e-05	-1	-1	
54	81.3	5.8509e-05	-1	-1	
55	80.44	5.82568e-05	-1	-1	
56	79.58	5.83841e-05	-1	-1	
57	78.74	5.88304e-05	-1	-1	
58	77.91	5.95204e-05	-1	-1	
59	77.08	6.03693e-05	-1	-1	
60	76.27	6.12887e-05	-1	-1	
61	75.46	6.21913e-05	-1	-1	
62	74.66	6.29952e-05	-1	-1	
63	73.87	6.36268e-05	-1	-1	
64	73.09	6.4023e-05	-1	-1	
65	72.31	6.41326e-05	-1	-1	
66	71.55	6.39167e-05	-1	-1	
67	70.78	6.33494e-05	-1	-1	
