 i 	 x 	 y 	 xe 	 ye
0	105	0.000238432	0	4.57826e-05	
1	107	0.000195629	0	3.94632e-05	
2	109	0.00025442	0	4.1719e-05	
3	111	0.000166092	0	3.58615e-05	
4	113	0.000143964	0	3.35767e-05	
5	115	0.000201874	0	3.83452e-05	
6	117	0.000238035	0	3.82377e-05	
7	119	0.000234761	0	4.07831e-05	
8	121	0.000247364	0	3.8046e-05	
9	123	0.000212272	0	4.03161e-05	
10	125	0.000268884	0	4.95227e-05	
11	127	0.000372312	0	6.32169e-05	
12	129	0.000432583	0	6.84257e-05	
13	131	0.000313637	0	6.12074e-05	
14	133	0.000443574	0	7.16295e-05	
15	135	0.000610461	0	8.17346e-05	
16	137	0.000546145	0	8.27135e-05	
17	139	0.000861558	0	9.98132e-05	
18	141	0.000773388	0	0.000101256	
19	143	0.00107052	0	0.000121321	
20	145	0.00065149	0	0.000112603	
21	147	0.00102976	0	0.000128895	
22	149	0.00116963	0	0.000148328	
23	151	0.00100785	0	0.000144442	
24	153	0.000863268	0	0.000152496	
25	155	0.00120971	0	0.000207248	
