 i 	 x 	 y 	 xe 	 ye
0	180	0.00065785	-1	-1	
1	176.22	0.000658243	-1	-1	
2	172.46	0.000659334	-1	-1	
3	168.74	0.000660867	-1	-1	
4	165.08	0.00066243	-1	-1	
5	161.5	0.000663493	-1	-1	
6	158.01	0.000663444	-1	-1	
7	154.61	0.00066164	-1	-1	
8	151.33	0.000657465	-1	-1	
9	148.17	0.000650389	-1	-1	
10	145.12	0.000640013	-1	-1	
11	142.19	0.000626106	-1	-1	
12	139.38	0.000608618	-1	-1	
13	136.69	0.000587673	-1	-1	
14	134.12	0.000563536	-1	-1	
15	131.65	0.000536577	-1	-1	
16	129.29	0.000507235	-1	-1	
17	127.03	0.000475984	-1	-1	
18	124.87	0.000443337	-1	-1	
19	122.8	0.000409853	-1	-1	
20	120.81	0.000376172	-1	-1	
21	118.9	0.000343032	-1	-1	
22	117.07	0.000311282	-1	-1	
23	115.31	0.000281845	-1	-1	
24	113.61	0.00025565	-1	-1	
25	111.98	0.000233534	-1	-1	
26	110.4	0.000216133	-1	-1	
27	108.88	0.000203781	-1	-1	
28	107.41	0.000196461	-1	-1	
29	105.99	0.000193798	-1	-1	
30	104.61	0.000195113	-1	-1	
31	103.27	0.000199522	-1	-1	
32	101.97	0.000206056	-1	-1	
33	100.7	0.000213782	-1	-1	
34	99.47	0.000221901	-1	-1	
35	98.28	0.000229808	-1	-1	
36	97.11	0.000237118	-1	-1	
37	95.97	0.000243633	-1	-1	
38	94.85	0.000249292	-1	-1	
39	93.77	0.000254095	-1	-1	
40	92.7	0.000258033	-1	-1	
41	91.66	0.000261046	-1	-1	
42	90.64	0.000263013	-1	-1	
43	89.63	0.000263778	-1	-1	
44	88.65	0.000263212	-1	-1	
45	87.68	0.000261274	-1	-1	
46	86.73	0.000258064	-1	-1	
47	85.8	0.000253845	-1	-1	
48	84.88	0.000249018	-1	-1	
49	83.97	0.000244078	-1	-1	
50	83.08	0.000239534	-1	-1	
51	82.2	0.000235839	-1	-1	
52	81.34	0.000233326	-1	-1	
53	80.48	0.000232166	-1	-1	
54	79.64	0.000232357	-1	-1	
55	78.8	0.00023373	-1	-1	
56	77.98	0.000235978	-1	-1	
57	77.16	0.000238703	-1	-1	
58	76.36	0.000241465	-1	-1	
59	75.56	0.000243838	-1	-1	
60	74.77	0.000245457	-1	-1	
61	73.99	0.000246052	-1	-1	
62	73.22	0.000245465	-1	-1	
63	72.45	0.000243645	-1	-1	
64	71.69	0.000240633	-1	-1	
65	70.94	0.000236527	-1	-1	
66	70.2	0.000231455	-1	-1	
67	69.45	0.000225546	-1	-1	
68	68.72	0.000218912	-1	-1	
69	67.99	0.000211645	-1	-1	
70	67.27	0.000203811	-1	-1	
71	66.55	0.000195464	-1	-1	
72	65.84	0.000186653	-1	-1	
73	65.13	0.000177432	-1	-1	
74	64.42	0.000167867	-1	-1	
75	63.72	0.000158047	-1	-1	
76	63.03	0.000148085	-1	-1	
77	62.34	0.00013812	-1	-1	
78	61.65	0.000128313	-1	-1	
79	60.96	0.00011884	-1	-1	
80	60.28	0.000109878	-1	-1	
81	59.61	0.000101595	-1	-1	
82	58.93	9.41326e-05	-1	-1	
83	58.26	8.75971e-05	-1	-1	
84	57.6	8.20532e-05	-1	-1	
85	56.93	7.75223e-05	-1	-1	
86	56.27	7.39859e-05	-1	-1	
87	55.62	7.13941e-05	-1	-1	
88	54.96	6.96747e-05	-1	-1	
89	54.31	6.87436e-05	-1	-1	
90	53.66	6.85137e-05	-1	-1	
91	53.01	6.89016e-05	-1	-1	
92	52.36	6.98316e-05	-1	-1	
93	51.72	7.12367e-05	-1	-1	
94	51.08	7.30585e-05	-1	-1	
95	50.44	7.52439e-05	-1	-1	
96	49.81	7.77424e-05	-1	-1	
97	49.17	8.05016e-05	-1	-1	
98	48.54	8.3464e-05	-1	-1	
99	47.91	8.65644e-05	-1	-1	
100	47.28	8.97279e-05	-1	-1	
101	46.65	9.28705e-05	-1	-1	
102	46.03	9.59002e-05	-1	-1	
103	45.41	9.87208e-05	-1	-1	
104	44.78	0.000101236	-1	-1	
105	44.16	0.000103353	-1	-1	
106	43.55	0.000104991	-1	-1	
107	42.93	0.000106082	-1	-1	
108	42.31	0.000106579	-1	-1	
109	41.7	0.000106452	-1	-1	
110	41.09	0.000105696	-1	-1	
111	40.47	0.000104325	-1	-1	
112	39.86	0.00010237	-1	-1	
113	39.25	9.98823e-05	-1	-1	
114	38.65	9.69202e-05	-1	-1	
115	38.04	9.3552e-05	-1	-1	
116	37.43	8.98494e-05	-1	-1	
117	36.83	8.58844e-05	-1	-1	
118	36.23	8.17262e-05	-1	-1	
119	35.62	7.74396e-05	-1	-1	
120	35.02	7.30831e-05	-1	-1	
121	34.42	6.87084e-05	-1	-1	
122	33.82	6.43603e-05	-1	-1	
123	33.23	6.00772e-05	-1	-1	
124	32.63	5.58918e-05	-1	-1	
125	32.03	5.18319e-05	-1	-1	
126	31.44	4.79217e-05	-1	-1	
127	30.84	4.41823e-05	-1	-1	
128	30.25	4.06328e-05	-1	-1	
129	29.65	3.72908e-05	-1	-1	
130	29.06	3.41727e-05	-1	-1	
131	28.47	3.1294e-05	-1	-1	
132	27.88	2.86696e-05	-1	-1	
133	27.29	2.6313e-05	-1	-1	
134	26.7	2.42367e-05	-1	-1	
135	26.11	2.24517e-05	-1	-1	
136	25.52	2.09672e-05	-1	-1	
137	24.93	1.97903e-05	-1	-1	
138	24.34	1.89259e-05	-1	-1	
139	23.76	1.83765e-05	-1	-1	
140	23.17	1.81422e-05	-1	-1	
141	22.59	1.82204e-05	-1	-1	
142	22	1.86062e-05	-1	-1	
143	21.42	1.92924e-05	-1	-1	
144	20.83	2.02697e-05	-1	-1	
145	20.25	2.15268e-05	-1	-1	
146	19.67	2.30509e-05	-1	-1	
147	19.08	2.48274e-05	-1	-1	
148	18.5	2.68408e-05	-1	-1	
149	17.92	2.90743e-05	-1	-1	
150	17.34	3.15105e-05	-1	-1	
151	16.75	3.4131e-05	-1	-1	
152	16.17	3.69172e-05	-1	-1	
153	15.59	3.98496e-05	-1	-1	
154	15.01	4.29087e-05	-1	-1	
155	14.43	4.60745e-05	-1	-1	
156	13.85	4.9327e-05	-1	-1	
157	13.27	5.26458e-05	-1	-1	
158	12.7	5.60106e-05	-1	-1	
159	12.12	5.9401e-05	-1	-1	
160	11.54	6.27968e-05	-1	-1	
161	10.96	6.61777e-05	-1	-1	
162	10.38	6.95238e-05	-1	-1	
163	9.8	7.28156e-05	-1	-1	
164	9.23	7.60338e-05	-1	-1	
165	8.65	7.91598e-05	-1	-1	
166	8.07	8.21755e-05	-1	-1	
167	7.49	8.50636e-05	-1	-1	
168	6.92	8.78077e-05	-1	-1	
169	6.34	9.03921e-05	-1	-1	
170	5.76	9.28023e-05	-1	-1	
171	5.19	9.50248e-05	-1	-1	
172	4.61	9.70473e-05	-1	-1	
173	4.03	9.88585e-05	-1	-1	
174	3.46	0.000100449	-1	-1	
175	2.88	0.000101809	-1	-1	
176	2.3	0.000102932	-1	-1	
177	1.73	0.000103811	-1	-1	
178	1.15	0.000104443	-1	-1	
179	0.58	0.000104824	-1	-1	
180	0	0.000104951	-1	-1	
