 i 	 x 	 y 	 xe 	 ye
0	180	0.000314381	-1	-1	
1	176.91	0.000315334	-1	-1	
2	173.82	0.000318203	-1	-1	
3	170.76	0.000323015	-1	-1	
4	167.73	0.000329818	-1	-1	
5	164.73	0.000338677	-1	-1	
6	161.78	0.000349678	-1	-1	
7	158.89	0.000362921	-1	-1	
8	156.05	0.000378521	-1	-1	
9	153.28	0.000396604	-1	-1	
10	150.58	0.000417295	-1	-1	
11	147.94	0.000440711	-1	-1	
12	145.38	0.000466947	-1	-1	
13	142.9	0.00049606	-1	-1	
14	140.49	0.000528053	-1	-1	
15	138.15	0.000562856	-1	-1	
16	135.89	0.000600306	-1	-1	
17	133.7	0.000640133	-1	-1	
18	131.57	0.000681949	-1	-1	
19	129.52	0.000725235	-1	-1	
20	127.53	0.000769349	-1	-1	
21	125.61	0.000813522	-1	-1	
22	123.74	0.00085688	-1	-1	
23	121.94	0.000898465	-1	-1	
24	120.19	0.000937258	-1	-1	
25	118.49	0.00097222	-1	-1	
26	116.84	0.00100233	-1	-1	
27	115.24	0.00102663	-1	-1	
28	113.69	0.00104427	-1	-1	
29	112.18	0.00105451	-1	-1	
30	110.71	0.00105684	-1	-1	
31	109.29	0.00105091	-1	-1	
32	107.89	0.00103662	-1	-1	
33	106.54	0.00101411	-1	-1	
34	105.22	0.000983763	-1	-1	
35	103.92	0.00094618	-1	-1	
36	102.66	0.000902184	-1	-1	
37	101.43	0.000852776	-1	-1	
38	100.23	0.000799105	-1	-1	
39	99.05	0.000742428	-1	-1	
40	97.89	0.00068406	-1	-1	
41	96.76	0.000625332	-1	-1	
42	95.65	0.000567544	-1	-1	
43	94.56	0.000511923	-1	-1	
44	93.49	0.000459579	-1	-1	
45	92.44	0.000411478	-1	-1	
46	91.41	0.000368411	-1	-1	
47	90.4	0.000330973	-1	-1	
48	89.4	0.000299557	-1	-1	
49	88.42	0.000274345	-1	-1	
50	87.45	0.000255318	-1	-1	
51	86.49	0.000242261	-1	-1	
52	85.55	0.00023479	-1	-1	
53	84.63	0.000232367	-1	-1	
54	83.71	0.000234335	-1	-1	
55	82.81	0.000239945	-1	-1	
56	81.92	0.000248387	-1	-1	
57	81.04	0.000258825	-1	-1	
58	80.16	0.000270426	-1	-1	
59	79.3	0.000282387	-1	-1	
60	78.45	0.000293965	-1	-1	
61	77.61	0.00030449	-1	-1	
62	76.78	0.000313392	-1	-1	
63	75.95	0.000320204	-1	-1	
64	75.13	0.000324578	-1	-1	
65	74.33	0.000326279	-1	-1	
66	73.52	0.000325191	-1	-1	
67	72.73	0.000321307	-1	-1	
68	71.94	0.000314724	-1	-1	
69	71.16	0.000305627	-1	-1	
70	70.38	0.000294276	-1	-1	
71	69.61	0.000280994	-1	-1	
72	68.85	0.000266149	-1	-1	
73	68.09	0.000250133	-1	-1	
74	67.34	0.000233355	-1	-1	
75	66.59	0.00021622	-1	-1	
76	65.85	0.000199116	-1	-1	
77	65.11	0.000182403	-1	-1	
78	64.38	0.000166406	-1	-1	
79	63.65	0.000151401	-1	-1	
80	62.93	0.000137614	-1	-1	
81	62.21	0.00012522	-1	-1	
82	61.5	0.000114334	-1	-1	
83	60.78	0.000105022	-1	-1	
84	60.08	9.72943e-05	-1	-1	
85	59.37	9.11162e-05	-1	-1	
86	58.67	8.64108e-05	-1	-1	
87	57.98	8.30649e-05	-1	-1	
88	57.28	8.09369e-05	-1	-1	
89	56.59	7.98638e-05	-1	-1	
90	55.9	7.96678e-05	-1	-1	
91	55.22	8.0164e-05	-1	-1	
92	54.54	8.11666e-05	-1	-1	
93	53.86	8.24949e-05	-1	-1	
94	53.18	8.39787e-05	-1	-1	
95	52.51	8.54627e-05	-1	-1	
96	51.84	8.68099e-05	-1	-1	
97	51.17	8.79046e-05	-1	-1	
98	50.51	8.86537e-05	-1	-1	
99	49.84	8.8988e-05	-1	-1	
100	49.18	8.88616e-05	-1	-1	
101	48.52	8.8252e-05	-1	-1	
102	47.87	8.71581e-05	-1	-1	
103	47.21	8.55982e-05	-1	-1	
104	46.56	8.36081e-05	-1	-1	
105	45.91	8.12379e-05	-1	-1	
106	45.26	7.85491e-05	-1	-1	
107	44.61	7.56121e-05	-1	-1	
108	43.97	7.25022e-05	-1	-1	
109	43.32	6.92978e-05	-1	-1	
110	42.68	6.60767e-05	-1	-1	
111	42.04	6.29142e-05	-1	-1	
112	41.4	5.98806e-05	-1	-1	
113	40.77	5.70395e-05	-1	-1	
114	40.13	5.44464e-05	-1	-1	
115	39.5	5.21473e-05	-1	-1	
116	38.86	5.01781e-05	-1	-1	
117	38.23	4.85644e-05	-1	-1	
118	37.6	4.73211e-05	-1	-1	
119	36.97	4.64527e-05	-1	-1	
120	36.35	4.5954e-05	-1	-1	
121	35.72	4.58104e-05	-1	-1	
122	35.1	4.59995e-05	-1	-1	
123	34.47	4.64913e-05	-1	-1	
124	33.85	4.725e-05	-1	-1	
125	33.23	4.82349e-05	-1	-1	
126	32.61	4.94019e-05	-1	-1	
127	31.99	5.07044e-05	-1	-1	
128	31.37	5.20949e-05	-1	-1	
129	30.75	5.3526e-05	-1	-1	
130	30.13	5.49513e-05	-1	-1	
131	29.52	5.63267e-05	-1	-1	
132	28.9	5.76113e-05	-1	-1	
133	28.29	5.87677e-05	-1	-1	
134	27.67	5.97631e-05	-1	-1	
135	27.06	6.05696e-05	-1	-1	
136	26.45	6.11648e-05	-1	-1	
137	25.84	6.15316e-05	-1	-1	
